latitude,longitude,speed,heading,accuracy,altitude,time
36.064327703822464,-79.89642717882981,4.25,58.0078125,5,266.2375553343449,1579209000996.1238
36.06437569021812,-79.89639775834968,1.159999966621399,27.0703125,5,266.0259312360382,1579209004996.0476
36.06446160472563,-79.89640261985352,4.010000228881836,348.75,5,265.94964545279254,1579209007995.9893
36.06450711845985,-79.89640815190961,5.059999942779541,358.9453125,5,265.89801121495736,1579209008995.9692
36.06455749369791,-79.89640932537606,5.590000152587891,358.9453125,5,265.8084403293803,1579209009995.95
36.064601924257616,-79.89634632131009,6.5,42.706329345703125,5,265.7527006659675,1579209010995.9312
36.06464130763089,-79.89629778732473,6.5,51.31192398071289,5,265.70412398875516,1579209011995.911
36.06468098853993,-79.89623196346776,7.440000057220459,59.29571533203125,5,265.69906672234987,1579209012995.8916
36.06471822621113,-79.89614770969973,8.079999923706055,66.46293640136719,5,265.4886274961002,1579209013995.872
36.064745638560886,-79.89605785943161,9.25,71.64075469970703,5,265.2690164258976,1579209014995.8525
36.064763007075705,-79.89597345055847,9.420000076293945,76.81575775146484,5,265.0357481818523,1579209015995.8335
36.06476776855817,-79.89586034761862,9.420000076293945,89.62228393554688,5,264.62580338071274,1579209016995.814
36.06476828167901,-79.89576448497053,8.9399995803833,89.62228393554688,5,264.669118731479,1579209017995.7947
36.06476772705534,-79.89566541858807,8.5,91.1152572631836,5,264.59106730671897,1579209018995.7747
36.064766399288764,-79.89558141491148,7.650000095367432,91.1152572631836,5,264.78734407028725,1579209019995.7556
36.064765129315994,-79.89550106766973,6.840000152587891,91.1152572631836,5,265.00981107421194,1579209020995.736
36.06476411610055,-79.89543696466819,5.480000019073486,91.1152572631836,5,265.2351642874511,1579209021995.716
36.06476299528002,-79.89536605382665,1.8200000524520874,91.1152572631836,5,266.1369013087218,1579209023995.6794
36.06476211559088,-79.89531039862067,4.389999866485596,91.1152572631836,5,266.77400920894706,1579209025995.64
36.06460323506751,-79.89523735618587,6.019999980926514,180.24696350097656,5,267.1129789339304,1579209027995.601
36.064535318416375,-79.89523771673652,7.679999828338623,180.24696350097656,5,267.258922982944,1579209028995.581
36.06445432810646,-79.89523955113168,8.649999618530273,181.4566192626953,5,267.3646119250783,1579209029995.5625
36.064370354712295,-79.89524218104083,9.949999809265137,181.4566192626953,5,267.4077995486637,1579209030995.5425
36.064280921540515,-79.89524498194135,9.949999809265137,181.4566192626953,5,267.41564952851513,1579209031995.5222
36.064193248067156,-79.89524772773092,9.859999656677246,181.4566192626953,5,267.3127163743721,1579209032995.503
36.0641074239085,-79.89525041560302,9.170000076293945,181.4566192626953,5,267.15311226780204,1579209033995.4834
36.06402276857524,-79.89525306686937,9.170000076293945,181.4566192626953,5,266.65136746593623,1579209034995.4639
36.063939707969546,-79.89525566819157,9.260000228881836,181.4566192626953,5,266.30546445871,1579209035995.4453
36.063857747016314,-79.89525823507438,9.100000381469727,181.4566192626953,5,265.96942471338883,1579209036995.4253
36.06378052124076,-79.89526445852113,8.920000076293945,185.5966339111328,5,265.6828518502066,1579209037995.4065
36.06373076239742,-79.89527702460003,8.920000076293945,191.8184356689453,5,265.1069781922538,1579209038995.3867
36.06360401028382,-79.89532489391252,8.8100004196167,205.0247802734375,5,264.86099279379346,1579209039995.367
36.06353099266478,-79.89536698776493,8.890000343322754,213.80630493164062,5,264.6117169164511,1579209040995.3472
36.063462440576934,-79.89542519529414,9.260000228881836,220.63983154296875,5,264.23053295599675,1579209041995.3284
36.063403497836525,-79.895489846011,8.789999961853027,229.0032196044922,5,263.84662930940465,1579209042995.3093
36.06335076893801,-79.89556456280684,8.829999923706055,229.0032196044922,5,263.42185904113074,1579209043995.2898
36.06330411924761,-79.895653389583,8.84000015258789,239.53114318847656,5,262.69758361303707,1579209044995.27
36.06326669666432,-79.89574630928735,8.880000114440918,245.2664031982422,5,262.3378453760587,1579209045995.2502
36.063236354218596,-79.89585993921895,9.449999809265137,253.51132202148438,5,262.0701068982757,1579209046995.2317
36.06322104325036,-79.89597086595052,9.859999656677246,260.92156982421875,5,261.44703080714373,1579209047995.212
36.06321922181647,-79.89605529169671,10.34000015258789,269.0650329589844,5,261.09926155040836,1579209048995.1924
36.06323544459445,-79.8961981325632,10.760000228881836,281.60943603515625,5,260.94742934917133,1579209049995.173
36.06326265835923,-79.89632007588477,11.399999618530273,287.09100341796875,5,260.1747053495395,1579209050995.153
36.06330182461123,-79.89644138052472,11.869999885559082,292.01025390625,5,260.043769778889,1579209051995.1343
36.06334143238933,-79.89656205909955,11.960000038146973,292.01025390625,5,260.0360429658558,1579209052995.1147
36.063385482177985,-79.89669627177119,12.40999984741211,292.01025390625,5,260.3416571394414,1579209053995.096
36.06342331427275,-79.89681154012248,12.270000457763672,292.01025390625,5,260.6003650405809,1579209054995.0752
36.063464483601564,-79.89693697649307,11.59000015258789,292.01025390625,5,260.9899129113634,1579209055995.0562
36.06349667369784,-79.8970350545759,11.020000457763672,292.01025390625,5,261.8986153755282,1579209056995.037
36.06355253146598,-79.89716179795943,10.949999809265137,302.5660400390625,5,262.3285988825844,1579209057995.0178
36.06360895208851,-79.89726137550599,11.0600004196167,306.7489318847656,5,262.4994539562479,1579209058994.9985
36.06367629085208,-79.89735594982773,11.4399995803833,311.4583435058594,5,263.0337257395952,1579209059994.9792
36.06375547435035,-79.8974471108458,11.890000343322754,320.368408203125,5,263.4086246674226,1579209060994.9597
36.063843207821684,-79.89752803498294,12.210000038146973,325.057373046875,5,263.60192655793304,1579209061994.94
36.06393410720273,-79.89759401372476,12.460000038146973,330.9132385253906,5,264.05984903434,1579209062994.9207
36.06403697601557,-79.89765497678445,11.819999694824219,334.3271484375,5,264.29037535586684,1579209063994.9001
36.064130438452075,-79.89771233390286,11.800000190734863,332.60906982421875,5,264.3571490923146,1579209064994.8818
36.064222613893,-79.89777115784688,10.489999771118164,332.60906982421875,5,265.15436563167475,1579209065994.8616
36.06430660866115,-79.89783162289842,9.619999885559082,329.67559814453125,5,265.4497715402125,1579209066994.842
36.064379231521045,-79.89788394154453,8.430000305175781,329.67559814453125,5,265.80298150081825,1579209067994.8235
36.06444054720914,-79.89793008058996,6.96999979019165,327.6571044921875,5,266.2088130355012,1579209068994.804
36.06448415589885,-79.89796409104696,4.519999980926514,327.6571044921875,5,266.4965450829069,1579209069994.7854
36.06452526528022,-79.89800767049184,1.7899999618530273,319.5703125,5,267.2067951012425,1579209073994.7068
36.0645389696919,-79.89807698883106,3.559999942779541,271.0546875,5,267.3460470422543,1579209075994.668
36.06453117452195,-79.89813876345744,5.190000057220459,254.8828125,5,267.0571461580574,1579209076994.6487
36.06451164468756,-79.89820850089183,6.619999885559082,249.2578125,5,266.2496101040128,1579209077994.629
36.06447757225117,-79.89827865742137,8.229999542236328,246.4453125,5,265.81468413083905,1579209078994.609
36.06440567938362,-79.89834295984923,8.229999542236328,248.2186737060547,5,265.1660698482285,1579209079994.5898
36.06437675548896,-79.89843210994405,8.229999542236328,248.2186737060547,5,264.53199741165633,1579209080994.5703
36.06434993776979,-79.89851704105769,8.520000457763672,249.766845703125,5,263.0894377340901,1579209081994.5508
36.06432622573191,-79.898596275508,8.520000457763672,249.766845703125,5,262.27713862740467,1579209082994.5322
36.06429530478159,-79.89869959874477,7.480000019073486,249.766845703125,5,261.6612417858357,1579209083994.5127
36.064274338388756,-79.89876965854393,5.929999828338623,249.766845703125,5,260.1603123499757,1579209084994.4932
36.06424632083906,-79.89885898338088,4.519999980926514,248.3544158935547,5,259.60997991170905,1579209086994.4548
36.064225107863145,-79.8989248188376,1.590000033378601,248.3544158935547,5,258.53007811304434,1579209088994.4158
36.06420281797643,-79.898993996537,2.630000114440918,248.3544158935547,5,258.9709485217338,1579209091994.3572
36.06412949510941,-79.89896314221085,5.960000038146973,160.6490936279297,5,258.85367311688026,1579209093994.3186
36.064054420716474,-79.89893066935508,8.920000076293945,160.6490936279297,5,258.86968160411436,1579209094994.2986
36.06397331137469,-79.89889558612822,10.199999809265137,160.6490936279297,5,258.78517105230463,1579209095994.2798
36.06388083891954,-79.89885558787341,10.199999809265137,160.6490936279297,5,258.6905364821506,1579209096994.2603
36.06377836146891,-79.8988112620342,11.260000228881836,160.6490936279297,5,258.62370964096675,1579209097994.2412
36.06367625523553,-79.89876451805162,11.609999656677246,158.9227294921875,5,258.5612484909276,1579209098994.221
36.063577295155255,-79.89871216358381,11.949999809265137,155.73912048339844,5,258.3241917078462,1579209099994.2014
36.063479387646666,-79.89864968678347,12.149999618530273,151.94454956054688,5,258.4667260889871,1579209100994.182
36.06338562643536,-79.89858181888593,12.319999694824219,148.66990661621094,5,258.3459060907114,1579209101994.163
36.063298603656406,-79.89851207886494,12.3100004196167,145.56167602539062,5,258.07132848848204,1579209102994.1433
36.06321050436133,-79.89843442929197,12.260000228881836,141.2880859375,5,257.95975900088445,1579209103994.1243
36.063127288634846,-79.8983522829675,12.350000381469727,141.2880859375,5,257.95165679376464,1579209104994.1052
36.06303930736909,-79.8982523083281,12.5,137.2465057373047,5,258.03047511756836,1579209105994.0857
36.06296169748897,-79.89815389049505,12.829999923706055,133.7932891845703,5,258.12679522970063,1579209106994.0657
36.06288188051809,-79.89803954283087,13.220000267028809,129.9770965576172,5,258.10588811230446,1579209107994.0466
36.06282289770171,-79.89794556846476,13.40999984741211,126.39549255371094,5,258.1507259305008,1579209108994.0269
36.06274990337953,-79.89781515255584,13.539999961853027,121.64728546142578,5,257.9035822961322,1579209109994.0076
36.06268805623034,-79.89768586521035,13.479999542236328,117.86309051513672,5,257.658698765905,1579209110993.9888
36.06262925292141,-79.89754512239028,13.529999732971191,114.74663543701172,5,257.49788125357054,1579209111993.968
36.0625787505077,-79.89740779519337,13.779999732971191,112.30925750732422,5,257.5412625776161,1579209112993.9485
36.06253171893791,-79.89726662227264,13.710000038146973,112.30925750732422,5,257.7826161362796,1579209113993.93
36.06248478306068,-79.89712265290484,13.649999618530273,111.58003997802734,5,258.1908417641704,1579209114993.9104
36.06243943874007,-79.89698325662846,13.600000381469727,112.78378295898438,5,258.1132950965682,1579209115993.8909
36.06239106730557,-79.89684141828747,13.470000267028809,112.78378295898438,5,258.13972641970827,1579209116993.8713
36.062341990451856,-79.89671452106722,13.449999809265137,115.4853286743164,5,257.90521077418225,1579209117993.8516
36.0622869860355,-79.89657239592685,13.569999694824219,115.4853286743164,5,257.5279690473827,1579209118993.832
36.06223256048583,-79.89643176651202,13.710000038146973,115.4853286743164,5,257.3507455375958,1579209119993.8125
36.06217841472503,-79.89629780120657,13.760000228881836,117.35990905761719,5,257.11571502256527,1579209120993.7935
36.06211929808666,-79.8961577717435,13.890000343322754,120.13153076171875,5,256.95571371315066,1579209121993.774
36.062059287119865,-79.8960304287445,13.979999542236328,120.13153076171875,5,256.95838208148535,1579209122993.7546
36.061996775529416,-79.89589777943343,13.989999771118164,120.13153076171875,5,256.8525862981641,1579209123993.735
36.06192552687812,-79.89575657609396,14.210000038146973,122.38504791259766,5,256.8723166891618,1579209124993.7163
36.06185952274306,-79.8956284045396,14.319999694824219,122.38504791259766,5,256.759229150697,1579209125993.6968
36.06178901411542,-79.89549211308508,14.430000305175781,123.9850845336914,5,256.8619559153549,1579209126993.6777
36.061713830230126,-79.89535475175524,14.489999771118164,123.9850845336914,5,256.4663516724469,1579209127993.658
36.061654567257214,-79.89524647801102,14.630000114440918,123.9850845336914,5,256.29881895541564,1579209128993.6384
36.06156345756322,-79.89509234078196,14.75,126.08051300048828,5,256.0141544545735,1579209129993.6184
36.06148321652341,-79.8949616025198,14.829999923706055,127.41842651367188,5,255.7228756324212,1579209130993.5999
36.0613974574622,-79.89483256504565,15.239999771118164,129.84303283691406,5,255.3665873426161,1579209131993.5803
36.0613062927479,-79.89470186733752,15.380000114440918,131.03976440429688,5,255.30155245322686,1579209132993.5608
36.061216705600685,-79.89457511460546,15.4399995803833,131.03976440429688,5,255.2598333011103,1579209133993.5408
36.06112378460382,-79.89444893494868,15.529999732971191,132.5538787841797,5,255.29308513866047,1579209134993.5217
36.06102919227386,-79.89432203340908,15.529999732971191,132.5538787841797,5,255.29639903437376,1579209135993.5022
36.06093288624566,-79.8941944051628,15.550000190734863,133.6160888671875,5,255.85058786611643,1579209136993.4827
36.06082927147707,-79.89406520684429,15.520000457763672,136.4231719970703,5,255.84992492456718,1579209137993.4636
36.060727181398235,-79.89394961097975,15.270000457763672,137.69122314453125,5,255.92060233279616,1579209138993.4436
36.060625927613316,-79.89383578518783,14.979999542236328,136.61111450195312,5,255.98388703234966,1579209139993.424
36.060526102877105,-79.89371956420922,14.529999732971191,136.61111450195312,5,256.01052224255574,1579209140993.4053
36.060433870340454,-79.89361129286164,14.359999656677246,136.36587524414062,5,256.07007819064654,1579209141993.3853
36.06033879672012,-79.89350119316333,14.319999694824219,137.48532104492188,5,255.96000538231232,1579209142993.3665
36.0602461892949,-79.89339662368207,13.989999771118164,137.48532104492188,5,255.7429885514445,1579209143993.3472
36.060153899579504,-79.89329230241083,13.75,137.1229705810547,5,255.56688033994294,1579209144993.3271
36.06006532639518,-79.89319101104564,13.220000267028809,137.1229705810547,5,254.78613299727107,1579209145993.308
36.05999338757243,-79.89310874256205,11.859999656677246,137.1229705810547,5,254.27322439642268,1579209146993.2883
36.05992425525308,-79.89302968356628,9.710000038146973,137.1229705810547,5,253.86810087039248,1579209147993.2695
36.05986517603743,-79.8929621211945,7.679999828338623,137.1229705810547,5,252.93096288440893,1579209148993.25
36.059823396247275,-79.89291434226448,5.400000095367432,137.1229705810547,5,252.66376646312963,1579209149993.2302
36.05978358083664,-79.89286880977818,1.25,137.1229705810547,5,252.64795570762442,1579209151993.1924
36.05974921423649,-79.89282603641044,3.240000009536743,74.1796875,5,253.0907467961563,1579209163992.959
36.059790068738394,-79.89276406629654,5.710000038146973,47.756492614746094,5,253.3044870272237,1579209164992.9395
36.05983238491188,-79.89270667553592,6.590000152587891,47.756492614746094,5,253.43947543129056,1579209165992.9194
36.05987029337797,-79.89265526267116,5.829999923706055,47.756492614746094,5,253.31493782570243,1579209166992.8997
36.05990657487623,-79.89260605636042,5.829999923706055,47.756492614746094,5,253.35730979124367,1579209167992.8806
36.05995218272885,-79.8925873451679,5.21999979019165,45.703125,5,253.40843944511505,1579209168992.8608
36.05997265974122,-79.89252404828778,6.289999961853027,44.105281829833984,5,253.5072444482076,1579209169992.8418
36.060014220333564,-79.8924744348796,6.96999979019165,44.105281829833984,5,253.7516688006827,1579209170992.8228
36.06006408372839,-79.89241490991083,6.710000038146973,44.105281829833984,5,253.7743342139827,1579209171992.8027
36.06010161716226,-79.89237275010743,6.710000038146973,40.60895919799805,5,253.84404443089682,1579209172992.783
36.060141027007305,-79.8921864387392,4.510000228881836,111.796875,5,254.34840743114097,1579209176992.7063
36.060113785822,-79.89213312983503,5.159999847412109,117.7734375,5,254.28582459215704,1579209177992.6868
36.060091154683434,-79.89207873128345,6,115.3125,5,254.22645684956132,1579209178992.6672
36.06006684716424,-79.89201695665707,6.079999923706055,115.6640625,5,254.30960412312882,1579209179992.6477
36.060052597928845,-79.89195778042068,6.079999923706055,114.609375,5,254.45886655120157,1579209180992.6287
36.06003818105539,-79.8919033818691,5.590000152587891,110.390625,5,254.53078508002477,1579209181992.6091
36.06003445110848,-79.89179944626977,4.429999828338623,73.125,5,254.99850329215067,1579209183992.5698
36.06004647913953,-79.89172032110383,3.0999999046325684,82.6171875,5,255.33613551901885,1579209185992.5312
36.06002409945806,-79.89166541963806,2.190000057220459,143.7890625,5,255.69084002304783,1579209187992.4922
36.05996534231683,-79.89166055813422,1.940000057220459,181.7578125,5,255.5892769710875,1579209190992.4346